gender,ug_course,ug_specialization,interests,skills,ug_percentage,has_certifications,certification_title,is_working,first_job_title,masters_field
Male,poosc,psychology,salesmarketing,sales,53.0,no,no,yes,sales executive,none
Female,btech,political science,"technology, trading, entrepreneurship","business knowledge, people management, communication skills, work under pressure, leadership, editing, team work, excel, presentation skills, reading, designing skills",80.75,no,no i havent done anything,yes,traniee,continuing the graduation
Female,btech,mechanical engineering,technologycontent writinghome interior designcompering,hardware skillsprogramming language skillscritical thinkinggathering informationwriting skillscmatlabgood communication skills,66.595,yes,industrial automation systems training,yes,associate engineer controls software,masters in control and automation engineering
Male,be,electronics and communication engineering,technology,"java, sql, oracle, programming, problem solving skills",78.375,no,no,yes,back end developer,none
Male,btech,automobile engineering,safety,"business knowledge, people management, work under pressure, leadership, team work, interpersonal skills, wealth management, risk managing",67.45,yes,building your leadership skills,no,safety officer,pgdhse in health and safety
Female,btech,automobile engineering,project management,active listeningcritical thinkingartisticcreative skillsbusiness knowledgeanalytical skillspeople managementcommunication skillspresentation skills,87.4,yes,professional scrum master,yes,project manager,none
Male,mca,computer science engineering,technology,programming language skills,94.05,no,no,yes,developer,mca
Male,be,computer science engineering,technologydata analyticsdata scientist,active listeningprogramming language skillscritical thinkingbusiness knowledgeanalytical skillscommunication skillsleadershipproblem solving skillsrisk management skillswriting skillsdata visualization skills power bi tableau machine learning skillscrpythonartificial intelligencesql,74.1,yes,bsnl,no,data scientist,none
Male,chartered accountancy,mechanical engineering,"financial analysis, news coverage","accounting skills, ai, business knowledge, work under pressure, leadership, team work, excel, risk managing, reporting",85.5,no,no,yes,chartered accountant,masters in accounting
Male,mtech,taxation law,data analyticsweb developmentall fields related to data science,programming language skillsanalytical skillsleadership,63.0,no,no,yes,data analyst,none
Male,btech,electronics and instrumentation engineering,software job,no,78.85,no,no,yes,associate engineer,none
Male,btech,electrical and electronics engineering,software job,no,78.85,no,no,yes,associate engineer,none
Male,btech,commerce,software job,no,65.55,no,no,yes,associate engineer,none
Male,btech,electrical and electronics engineering,"plant automation, salesmarketing",automationelectrical designvariable frequency drives,76.285,yes,reverse direct on line sarterelectrical design detailed engineering,yes,sales service engineerelectrical,none
Female,btech,electrical and electronics,financial analysisresearchteachinghome interior design,active listeningcritical thinkingbusiness knowledgeanalytical skillspeople managementcommunication skillsnegotiation skillsleadershiprisk management skillswriting skillshr,94.0,no,no,yes,young horticulture expert,none
Female,bca,agriculture engineering,salesmarketing,business knowledge,86.0,yes,pgdca,yes,sales,mba
Male,be,sales marketing,technologyservicesocial causesindustiresdesign,hardware skillsbusiness knowledgeleadershipproduct knowledgeproblem solving skillsdesigning skillsclient management,66.0,no,no,yes,quality engineer,none
Male,btech,electronics and communication engineering,technologyindustiressports industry,active listeninghardware skillsmass communicationrisk management skills,74.0,no,no,yes,assistent engineer,none
Male,diploma,computers,infrastructure,critical thinkingartisticcreative skillsgood communication skills,63.7,no,no,yes,back office executive,none
Female,btech,civil engineering,technology,active listeningprogramming language skillspythonsqljava,80.75,no,no,yes,software engineer,none
Female,btech,information technalogy,news coveragesocial justiceteachingtechnologyunderstand human behaviourweb designingcontent writingdata analyticsdigital marketinghome interior designweb developmentsocial media marketinggardeningservicesocial causesindustiresdesignnavy defence related,active listeningprogramming language skillscritical thinkingartisticcreative skillsbusiness knowledgeleadershipwriting skillslinuxsqljavaclient managementgood communication skills,83.6,yes,agile safe,yes,associate consultant,none
Female,mca,physics,web development,c,75.81,yes,salem farmers producer company,no,salem farmers producer companycurrent job appen,none
Female,bsc,computer,understand human behaviour,"gathering informing, communication skills, negotiation skills, work under pressure, leadership, team work, writing, reading",84.55,no,no,yes,hr executive,none
Female,bpharm,communication political science,medicine,life sciencespharmacovigilancepharmacologygmppharmaceuticsdrug discoveryclinical trialspharmacokineticsclinical researchhighperformance liquid chromatography hplcgood clinical practice gcpgood laboratory practice glpcro managementcro management,87.4,yes,pharmacology,yes,clinical research associate,none
Female,btech,pharmacy,"research, understand human body, biotechnology",cancer research cancer biology bacterial transformation molecular cloning cell culturegel electrophoresisfluorescence microscopypolymerase chain reaction pcrrealtime polymerase chain reaction qpcr,76.285,yes,genomics and proteomicstissue engineeringsystems biologystructural biologygenomics and proteomicsbiochemistry,yes,research associate,none
Male,btech,electronics and communication engineering,understand human behaviourgame industryblockchain,business knowledgeproduct knowledgeproblem solving skills,72.0,yes,python,yes,site engineer,none
Female,ba,electrical and electronics engineering,tradingunderstand human bodydigital marketing,critical thinkingnegotiation skillsediting,69.0,no,no,yes,accountent,none
Male,btech,general,technologytradingweb designinggovt job,problem solving skillsjavamatlab,62.32,no,no,yes,bms executive,none
Male,bba,automobile engineering,financial analysisunderstand human behaviourindustiresblockchain,accounting skillsbusiness knowledge,71.25,no,no,yes,entrepreneur,mba
Female,btech,mechanical engineering,constructionconstruction manegement,construction management,74.1,yes,autocad civil d,yes,civil structural engineer,masters in civil engineering
Male,btech,mechanical engineering,constructionconstruction manegement,"proeficiency in software like staad pro, etabs",79.8,yes,project engineering,yes,civil design engineer,none
Female,btech,computer science engineering,industires,business knowledgeanalytical skillspeople managementproduct knowledgeproblem solving skillsgood communication skills,70.0,no,no,yes,quality control engineer,none
Male,btech,mathematics,"cyber security, technology, data analytics, machine learning, cloud computing",splunkservicenowcybersecurity,84.455,yes,splunk administration splunk certified power user giac certification,yes,cyber security analyst,none
Male,be,accounting,technologytradinggame industryinformation technology,hardware skillsprogramming language skillsgathering informationproduct knowledgesqljavaautomation,56.0,yes,istqb,yes,software tester,none
Male,be,civil engineering,"research, salesmarketing, social justice, take risk for profits, technology, trading, entrepreneurship, understand human behaviour","active listening, ai, ml, python, critical thinking, analytic thinking, gathering informing, artistic skills, sql, negotiation skills, work under pressure, leadership, news gathering, editing, product knowledge, creativity skills, team work, excel, interpersonal skills, presentation skills, c, r, problem solving skills, mass communication, writing, tableau, observation skills, risk managing, reporting, reading, designing skills, subject knowledge",66.0,yes,"data science and ai, catia",yes,mechanical engineer,none
Male,be,civil engineering,researchsocial justicetechnologytradingunderstand human behavioursupply chain analysisdata analyticsgovt jobgame industrydigital marketingdata scientistweb developmentmarket reserachsocial media marketinggardeningservicesocial causes,active listeningcritical thinkinggathering informationartisticcreative skillsbusiness knowledgeanalytical skillspeople managementcivil criminal lawcommunication skillsnegotiation skillsmass communicationleadershipeditingproduct knowledgeproblem solving skillsrisk management skillsdesigning skillswriting skillsdata visualization skills power bi tableau machine learning skillsinterpersonal skillspresentation skillsrpythonartificial intelligencesqlcontent creationgood communication skills,66.0,yes,data science and ai,yes,production engineer,none
Male,be,mechanical engineering,news coverageresearchsalesmarketingsocial justicetechnologytradingunderstand human behaviourunderstand human bodysupply chain analysiscontent writingdata analyticsgovt jobgame industrydigital marketingdata scientistweb developmentmarket reserachsocial media marketingserviceinfrastructuresocial causesall fields related to data scienceindustiresdesignsap consultant in mminformation technologyproduct life cycle managementnavy defence relatedsports industryblockchainsalesforce admin,active listeninghardware skillsprogramming language skillscritical thinkinggathering informationartisticcreative skillsbusiness knowledgeanalytical skillsfinance related skillspeople managementcommunication skillsnegotiation skillsmass communicationleadershipeditingproduct knowledgeproblem solving skillsrisk management skillsdesigning skillswriting skillsdata visualization skills power bi tableau machine learning skillssalessocial media marketinginterpersonal skillswealth managementpresentation skillsrpythonartificial intelligencesqlcontent creationmedical knowledgehospitalityhrmatlabgood communication skillsteachingsapus canada recruitment it,66.0,yes,data science and ai,yes,production engineer,none
Male,be,electronics telecommunications,"salesmarketing, technology","interpersonal skills, c, sales",67.45,no,nptel,yes,mechanical engineer,masters in business administration
Male,be,computer science,railway engineering,"critical thinking, analytic thinking, gathering informing, business knowledge, people management, negotiation skills, work under pressure, leadership, team work, excel, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, observation skills, risk managing, reporting, designing skills, building rapport, subject knowledge",76.0,yes,"diploma in railway engineering, clearroute , bentley rail track, microstation, autocad",yes,design engineer,masters in urban engineering
Male,be,mathematics,financial analysisresearchdata analyticsdata scientistsocial media marketingmachine learning,accounting skillsactive listeningprogramming language skillscritical thinkinggathering informationbusiness knowledgeanalytical skillsfinance related skillscommunication skillsleadershiprisk management skillsdesigning skillsdata visualization skills power bi tableau machine learning skillsinterpersonal skillspresentation skillslinuxpythonartificial intelligencesqljavacloud computinggood communication skillsteachingawsteaching experienceexcel,63.365,yes,aiml nano degree,yes,product engineer aiml,none
Female,bsc,mathematics,data analyticsgovt job,writing skills,60.0,no,no,yes,mahendra next wealth it pvt ltdmalasamuthiram,none
Male,bcom,automobile engineering,govt job,accounting skillsactive listeninghardware skills,67.0,no,no,yes,sale executive,masters of commerce
Male,bsc,civil engineering,technology,programming language skillsfinance related skillssql,78.0,yes,no,yes,software engineer,none
Female,btech,computer science engineering,"embedded systems, technology","programming, leadership skills, presentation skills, team work",74.1,yes,enbedded systems trainig,yes,embedded developer,mtech
Female,btech,electrical and electronics engineering,teachingtechnologydigital marketinggardening,active listeninghardware skillsprogramming language skillscritical thinkinggathering informationartisticcreative skillscommunication skillsleadershipproblem solving skillswriting skillsinterpersonal skillspresentation skillsmatlabgood communication skills,85.025,yes,"digital marketing, python",yes,project engineer,none
Female,bsc,electronics and communication engineering,news coverage,"business knowledge, programming",81.32,no,no,yes,journalist,none
Male,be,electrical engineering,data analyticsdata scientist,active listeninghardware skills,60.0,no,no,yes,desktop support engineer,none
Male,bsc,computer science engineering,technologyweb designingdata analyticsgovt jobinformation technology,gathering informationbusiness knowledgeeditingproblem solving skillswriting skillscsqljava,71.25,yes,selenium automation,yes,software tester,none
Male,btech,computer science engineering,news coverageresearchsalesmarketingsocial justicetechnologytradingmarket reserachindustiresdesign,accounting skillsactive listeninghardware skillsprogramming language skillsproduct knowledgeproblem solving skillsjava,59.0,yes,vfx designing,yes,vfx designer,none
Female,mba,mechanical engineering,technology,communication skills,60.0,no,no,no,hr admin,mba
Female,bsc,commerce,singing,"ai, ml, python, java, sql, oracle, programming, problem solving skills, tableau, designing skills",80.0,yes,data science and ai,yes,software engineer,masters in computer applications
Male,bsc,computer science engineering,salesmarketing,active listeninghardware skillscritical thinkingartisticcreative skillsbusiness knowledgefinance related skillspeople managementcommunication skillsproduct knowledgeproblem solving skillsrisk management skillssales,65.5,no,no,yes,medical representative,masters in physics
Male,btech,computer science,technology,"python, linux",66.5,no,no,yes,software engineer,none
Female,bcom,electronics and communication engineering,financial analysis,"accounting skills, ml, python",70.0,no,no,no,back end operations,masters in accounting
Male,ba,electrical and electronics engineering,salesmarketingunderstand human behaviour,business knowledgepeople managementleadership,56.0,no,no,yes,store manager,pgpm in marketing
Male,btech,economics,"financial analysis, teaching, technology, trading","python, java, sql, oracle, programming, team work, excel, logical skills, interpersonal skills, linux, problem solving skills",66.5,no,no,yes,software engineer,none
Male,btech,computer science engineering,technologysap consultant in mmmachine learningoil and gas,designing skillslinuxsqljavacloud computingmechanical maintenance,74.0,no,no,yes,associate,none
Male,bms,mechanical engineering,"financial analysis, salesmarketing, take risk for profits, entrepreneurship","business knowledge, work under pressure, team work",77.0,no,no,yes,sales executive,masters in business
Female,ma,principles of programming through c language,teachinggovt job,teaching,50.0,yes,accp,no,teacher,masters in education and english
Female,btech,education,"financial analysis, take risk for profits, technology, understand human behaviour","analytic thinking, business knowledge, sql, people management, communication skills, negotiation skills, product knowledge, team work, excel, problem solving skills, writing, subject knowledge",36.1,no,no,yes,data analyst,none
Female,btech,digital signal processing,technologyinformation technology,plcscadadcsvlsi,70.3,yes,scada,yes,instrumentation and control engineer,none
Female,ballb,instrumentation engineering,social justicesocial causes,civil criminal lawgood communication skills,68.4,yes,litigation,yes,law intern,none
Female,msc,fashion designing,researchteachingtechnologygovt job,communication skillsnegotiation skillsleadershipproblem solving skillswriting skillshrteaching,89.0,no,no,yes,process exceutive,master in physics
Male,btech,mathematics,technologyinformation technologysports industry,risk management skillspythonartificial intelligence,88.0,yes,python,yes,mechine learning engineer,none
Male,bcom,computer science engineering,"salesmarketing, entrepreneurship","business knowledge, risk managing, reporting",82.175,no,no,no,self employed,masters in accounting
Male,btech,c programming,salesmarketing,hardware skills,65.0,yes,no,no,cultfit,none
Male,btech,mechanical,technology,machine learning skills,78.0,no,no,yes,engineer,none
Male,ba,ba,data scientist,programming language skillsanalytical skillsdata visualization skills power bi tableau pythonsql,62.25,yes,data science,yes,project intern,none
Male,bcom,commerce,salesmarketing,"accounting skills, negotiation skills, work under pressure, logical skills",66.0,no,no,no,sales executive,masters in business administration
Male,be,automobile,salesmarketing,accounting skillsgathering informationpeople managementcommunication skillsproduct knowledgesalespresentation skillscadcaeautocadcatiaansysproeseimensnxexcel,78.85,no,no,yes,marketing executive,none
Male,bcom,sales marketing,take risk for profits,team work,59.85,no,electronic,yes,clothes designer,none
Male,bba,marketing analytics,marketing,leadership,68.4,yes,dmm,no,marketing executive,masters in marketing analytics
Male,bcom,accountancy,financial analysis,"accounting skills, analytic thinking, communication skills, product knowledge, logical skills, reading, subject knowledge",66.5,yes,"advance excel, tally erp",yes,data analyst,only graduation completed
Male,btech,electrical sciences,salesmarketingtechnologydata analytics,accounting skillshardware skillsgathering informationbusiness knowledgeanalytical skillscommunication skillsleadershipproblem solving skillsrisk management skillshospitalityhr,68.0,yes,automation,yes,i m a marketing head,none
Male,ba,general,teachingsocial causes,artisticcreative skillsfinance related skillsmass communication,66.0,yes,java,yes,software engineer,none
Female,bsc,computer science,govt job,artisticcreative skillsleadership,80.0,no,no,yes,motor controller,none
Male,be,mm,researchtechnology,communication skillspythoncloud computing,64.6,no,python,yes,saleforce developer,none
Male,be,civil,all fields related to data science,active listeningprogramming language skillscritical thinkingartisticcreative skillsbusiness knowledgeanalytical skillspeople managementleadershipproblem solving skillsdata visualization skills power bi tableau presentation skillspythonsqlgood communication skills,50.0,yes,primavera p,no,billing engineer,none
Male,btech,mechanical engineering,researchtechnology,active listeningprogramming language skillscommunication skills,60.0,yes,diploma in mechanical engineering,yes,service advisor,none
Male,btech,computer science engineering,teachingtechnologytrading,product knowledgeproblem solving skillsdesigning skillspython,62.0,no,no,yes,telecaller,none
Female,bsc,computer science engineering,technology,"programming, team work, c, problem solving skills, designing skills, ios",71.0,no,no,yes,ios developer,masters in computer science
Female,bachelor of journalism,journalism,researchteachingcontent writing,active listeningbusiness knowledgecommunication skillsmass communicationhr,71.725,no,no,yes,hr,none
Male,be,automobile engineering,"social justice, take risk for profits, technology, understand human behaviour","critical thinking, business knowledge, java, people management, work under pressure, leadership, product knowledge, team work, risk managing",74.765,yes,automation testing,yes,software engineer,none
Female,mba,finances,financial analysisunderstand human behaviourgovt job,accounting skillshardware skillsproduct knowledgedata visualization skills power bi tableau,76.0,no,no,yes,accountant,none
Female,btech,information technalogy,technology,"python, java, sql, excel",64.0,no,no,yes,data engineer,none
Male,btech,computer science engineering,digital marketingdata scientistweb developmentall fields related to data science,data visualization skills power bi tableau machine learning skillscpresentation skillsrpythonartificial intelligencesqlcontent creationjavacloud computingaws,86.45,yes,oracle certified associate,yes,data scientist,masters in data analytics
Male,be,mechanical engineering,researchtechnologysupply chain analysisinformation technology,active listeningcritical thinkinganalytical skillscommunication skillsnegotiation skillsdesigning skillsjava,70.62,yes,catia v,yes,material planner,none
Male,btech,computer science and engineering,technology,no,65.55,no,no,yes,software engineer,none
Female,btech,electrical and electronics engineering,"technology, entrepreneurship","active listening, programming, work under pressure, teamwork, excel, logical skills interpersonal skills, presentation skills, reading",68.4,yes,java training,yes,front end java developer,masters in business analytics
Male,btech,mechanical engineering,financial analysisnews coverageresearchsalesmarketingsocial justicetechnologyweb designingcontent writingdata analyticsdigital marketingdata scientistweb developmentmarket reserachsocial media marketingblockchainsalesforce adminconstructionconstruction manegement,active listeningprogramming language skillscritical thinkinggathering informationartisticcreative skillsnegotiation skillsleadershipsocial media marketinginterpersonal skillscpresentation skillspythonsql,78.185,no,no,yes,associate software engineer,none
Male,bcom,computer applications,salesmarketingtechnologyunderstand human behaviourdata analyticsgame industrydata scientistweb development,accounting skillsprogramming language skillsgathering informationbusiness knowledgeanalytical skillsproduct knowledgeproblem solving skillssalessocial media marketingpythonsqlclient management,56.0,yes,tally,yes,field sales officer,none
Male,bcom,accountancy,"financial analysis, entrepreneurship","gathering informing, business knowledge",76.0,no,no,no,journalist,none
Male,bcom,business administration,salesmarketing,leadership,76.0,yes,computer engineer,yes,data analyst,masters in computer applications
Female,bcom,commerce,news coverage,writing,92.15,yes,telaring,no,teacher,none
Female,bcom,commerce,news coverage,writing,66.5,no,no,no,teacher,none
Male,btech,mechanical engineering,design,cadcaeautocadcatiaansysproeseimensnx,77.9,yes,ansys finite element analysis,yes,cescae fea analyst,none
Male,be,information technology,web designingdata analyticsdigital marketingdata scientist,programming language skillscritical thinkingproblem solving skillsdata visualization skills power bi tableau pythonartificial intelligencesqljavacloud computingarchitectureaws,87.4,yes,"selenium webdriver,java",yes,database administrator,none
Male,btech,electrical and electronics engineering,software job,no,76.95,no,no,yes,associate trainee,none
Male,btech,computer science engineering,software job,no,76.0,no,no,yes,trainee and associates,none
Male,be,mechanical engineering,technology,"work under pressure, team work, excel",55.0,no,no,yes,mechanical engineer,masters in management studies
Female,mba,accountancy,financial analysis,business knowledge,66.5,no,no,no,data analyst,masters in accounting
Male,btech,biotechnology,"research, technology","active listening, leadership, team work, interpersonal skills, building rapport",82.745,yes,biozeen training,yes,production specialist,masters in science
Female,btech,computer science engineering,technology,"python, java, sql, c",69.73,no,no,no,software engineer,masters in computer science
Male,btech,mechanical engineering,design,cadcaeautocadcatiaansysproeseimensnx,77.9,yes,product development,yes,mechanical design engineer,none
Male,btech,electrical engineering,technologyunderstand human behaviourweb designingweb development,programming language skillsbusiness knowledgepeople managementcommunication skillsjavagood communication skills,73.91,yes,"wind energy, python",yes,software engineer,none
Female,be,mechanical engineering,financial analysisnews coveragetechnologysupply chain analysis,active listeningcritical thinkingfinance related skillspeople managementcommunication skillsnegotiation skillsmass communicationleadershipeditingproduct knowledgeproblem solving skillsrisk management skillsdesigning skillsinterpersonal skillspresentation skills,80.75,no,no,yes,mechanical product developer,masters in global foresight and technology management
Male,btech,mining,social justicetechnologyindustires,hardware skillsproduct knowledge,84.0,no,no,yes,general masdor,none
Female,btech,electronics and communication engineering,teaching,"active listening, work under pressure, team work, presentation skills, reading",76.0,no,no,yes,teaching,mtech
Female,bsc,mathematics,researchdata analyticsdata scientistmarket reserachsocial causes,active listeningcritical thinkinggathering informationanalytical skillseditingproblem solving skillsrisk management skillswriting skillscrjavamatlab,74.1,no,no,yes,analyst,none
Male,btech,electrical and electronics engineering,"cloud computing, technology, data analytics, machine learning, cyber security",cybersecurityinformation securitysoftware development life cycle sdlcsecurity information and event management siemsecurity operations center,71.82,yes,certified information security manager cism breach attack simulationfoundations of operationalizing mitre attckicsi international cybersecurity institute certified network security specialist,yes,cyber security analyst,none
Male,btech,information technalogy,technology,"java, programming",68.0,no,no,no,mechanical engineer,masters in business analytics
Male,be,electrical and electronics engineering,"financial analysis, technology","analytic thinking, business knowledge, people management, communication skills, leadership, editing, product knowledge, team work, excel, logical skills, interpersonal skills, presentation skills, problem solving skills, risk managing, reporting, subject knowledge",82.46,yes,courses on sap,yes,data analyst,masters in data analytics
Male,bcom,computer science engineering,salesmarketing,"leadership, product knowledge, team work, excel, sales, building rapport, subject knowledge",73.15,no,no,yes,sales executive,masters in business administration
Male,be,c,higher studies,"communication skills, leadership, team work, excel, interpersonal skills, presentation skills, subject knowledge, autocad, catia",80.75,yes,cad courses catia,no,assistant professor,automotive engineering
Male,btech,sales marketing,technologyblockchain,c,88.0,no,no,yes,senior associate,mtech
Male,btech,c programming,researchtechnologygame industryproduct life cycle management,critical thinkinganalytical skillsproduct knowledgeproblem solving skills,73.0,no,no,yes,compliance engineer,none
Female,btech,electronics and communication engineering,application development,"analytic thinking, gathering informing, sql, programming, communication skills, product knowledge, team work, excel, logical skills, interpersonal skills, problem solving skills",74.0,yes,microsoft full stack certification,yes,back end developer,none
Male,btech,chemical engineering,financial analysis,financial modelingfinancial analysisgenerally accepted accounting principles gaapdcf valuationdcf valuationequity valuationma analysis,79.99,yes,jp morgan investment banking virtual experiencenism va mutual fund distributor basic and advance trading course,yes,financial analyst,finance
Female,btech,autocad,technology,"programming, communication skills, linux",75.0,no,no,no,java developer,none
Male,btech,electronics and communication engineering,technologygovt jobindustiresdesign,active listeningcommunication skillseditingmachine learning skills,63.65,no,no,yes,mechanical engineer,none
Female,btech,computer science engineering,technology,"ai, ml, python, sql",69.0,yes,net,no,aspnet developer,none
Female,bsc,physics,"financial analysis, research, social justice, take risk for profits, trading, understand human behaviour","ml, python, critical thinking, analytic thinking, sql, programming, team work, logical skills, presentation skills, r, subject knowledge",64.6,yes,datascience,yes,process executivedata,masters in statistics
Male,bba,electronics and communication engineering,financial analysis,accounting skillsfinance related skillsleadershipproblem solving skillspresentation skills,56.0,yes,"nism va, vii, viii",yes,active trading service,pgdm in finance
Male,mtech,design,data scientist,analytical skillscadcaeautocadcatiaansysproeseimensnxconstruction management,74.0,yes,data scientist course,yes,quality engineer,none
Female,bcom,finance,financial analysisresearchtechnologyunderstand human behaviourunderstand human bodysupply chain analysiscontent writinggovt jobhome interior designsocial causesdesign,accounting skillsartisticcreative skillsbusiness knowledgecommunication skillsmass communicationeditingproblem solving skillsdesigning skillswriting skillscpresentation skillspythoncontent creationarchitecture,80.0,yes,data science,yes,computerized accounting,accounting
Male,btech,computer science,financial analysis,"communication skills, c, reading, subject knowledge",75.81,yes,autocad,yes,loco pilot,masters in business administration
Female,bsc,business administration,home interior design,designing skills,60.0,yes,java,no,dietician,nutrition
Female,btech,computer science engineering,"web development, information technology, blockchain, digital marketing, game industry",linuxibm aixshell scriptingdomain name system dnssecure shell sshpythonshell scriptinggitjenkinspuppetansiblenagios,82.27,yes,red hat certified specialist in ansible automationrhcsaibm agile explorer,yes,devops engineer,none
Male,bcom,electrical and electronics engineering,financial analysisgovt job,accounting skillsactive listeningcritical thinkingartisticcreative skillsbusiness knowledgeanalytical skillsfinance related skillspeople managementleadershipproblem solving skillswriting skillshrgood communication skills,77.9,yes,pgdma,yes,associate operations processor,mba finance hr
Male,be,dietician,"news coverage, research, teaching, technology","ai, ml, python, java, sql, programming, communication skills, work under pressure, leadership, product knowledge, creativity skills, c, linux, problem solving skills, writing, observation skills, risk managing, reporting",79.8,yes,multiple programming and ml based mooc courses,yes,aspnet developer,none
Male,be,computer science engineering,technology,programming,84.55,no,no,yes,front end developer,none
Male,bachelor of journalism,commerce,news coveragecontent writingsocial media marketing,analytical skillspeople managementmass communicationproblem solving skillswriting skillssocial media marketingcontent creation,70.0,yes,ccc,yes,sr political analyst,mamc
Female,btech,computer science engineering,technologydata scientist,programming language skillscritical thinkingcommunication skillsdata visualization skills power bi tableau machine learning skillscpresentation skillspythonartificial intelligencesqljava,66.5,yes,no,yes,associate software engineer,none
Female,btech,"reporting, anchoring, tv journalism, advertising radio",software,"ml, python, sql, r",67.0,yes,internship in innodatatics,no,data scientist,masters in computer science
Female,btech,computer science engineering,technology,"ml, python, sql, r, tableau",67.0,yes,innodatatics,yes,machine learning engineer,master of technology
Female,btech,electrical and electronics engineering,technology,pgdca,78.85,yes,pgdca,yes,buisness devlopment excutive,none
Male,bcom,computers,content writing,artisticcreative skillscontent creation,75.0,no,no,yes,operations specialist,masters in commerce
Male,btech,mechanical engineering,researchsalesmarketingsocial justicetechnologyunderstand human behaviourdata analytics,programming language skillscritical thinkinganalytical skillscommunication skillsproduct knowledgemachine learning skillspythonsqlcloud computing,50.0,yes,creo,no,tata projects ltd,none
Male,bsc,computer science engineering,tradingweb designingdata analyticsgovt job,programming language skillsanalytical skillseditingdata visualization skills power bi tableau machine learning skillspythonjava,62.94,yes,data science,no,data scientist,none
Male,btech,computer science engineering,technology,"ai, ml, python, critical thinking, analytic thinking, gathering informing, artistic skills, java, sql, programming, communication skills, negotiation skills, work under pressure, leadership, product knowledge, creativity skills, team work, excel, presentation skills, c, linux, problem solving skills, mass communication, writing, tableau, reading, designing skills, building rapport, subject knowledge",79.705,yes,"splunk , ccna, ccent",yes,data analyst,masters in software engineering
Male,be,mobile communications,technologyweb designingweb development,active listeninghardware skillsprogramming language skillsbusiness knowledgepeople managementcommunication skillswriting skillsmachine learning skillscpresentation skillspythonsqlcontent creationjavamatlabgood communication skills,57.0,yes,software testing,no,testing engineer,none
Male,btech,electronics and communication engineering,data analytics,no,76.0,no,no,yes,software engineer,none
Male,btech,electronics and communication engineering,technologydata analyticsdata scientist,active listeningprogramming language skillscritical thinkinggathering informationanalytical skillsfinance related skillscommunication skillsnegotiation skillsleadershipproblem solving skillsmachine learning skillspythonsqlgood communication skills,78.85,yes,machine learning with python,yes,associate system engineer,none
Male,btech,electrical and electronics engineering,software job,no,85.5,no,no,yes,associate engineer,none
Female,btech,computers,researchteachingdata analytics,leadershipsql,70.0,no,no,yes,associate consultant,none
Male,btech,electronics and communication engineering,"vlsi, technology","core skills, programming",75.05,yes,vlsi training,yes,vlsi developer,mtech
Male,bsc,animation,animation,dd animation,71.25,yes,graphic design motion graphics,yes,graphic designer,none
Female,bpharmacy,pharma d,social causes,people managementcivil criminal law,88.0,no,no,yes,senior chemist,senior chemist
Female,btech,sales marketing,technology,"ai, ml, python",74.1,no,no,no,software engineer,masters in data science
Female,bcom,computer applications,financial analysis,accounting skills,62.7,no,no,no,data analyst,none
Male,btech,civil engineering,constructionurban planning,"proeficiency in software like staad pro, etabs",70.3,yes,etabs,yes,civil structural engineer,masters in structural engineering
Male,btech,civil engineering,financial analysisindustiresdesignurban planningproject management,"communication skillsnegotiation skillsleadershipproeficiency in software like staad pro, etabs",66.88,yes,etabs staadpro,yes,civil structural engineer,masters in structural engineering
Male,mtech,computer science engineering,"teaching, technology, understand human behaviour, understand human body","python, java, sql",73.435,yes,android application development,yes,data analyst,none
Male,bca,"software engineering, java programming, web development",technologytradingweb designingdata analyticsgovt jobdata scientist,hardware skillsprogramming language skillsgathering informationartisticcreative skillseditingdesigning skillsdata visualization skills power bi tableau cpythonsql,80.0,yes,"networking, data scientists",yes,quality analyst,none
Female,ma,kathak dance,teachinggovt job,artisticcreative skillsteaching,55.0,yes,"folk dance, parangat",no,dance teacher in dehli public school jankipuram lucknow,none
Female,btech,electrical and electronics engineering,software job,no,85.5,no,no,yes,ase,none
Male,be,automobile engineering,research,"critical thinking, analytic thinking, work under pressure, leadership, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, designing skills, subject knowledge",87.4,yes,"coursera python, lean manufacturing, sql",yes,mechanical engineer,none
Male,btech,biotechnology,"research, understand human body, biotechnology",molecular biologystructural biology nucleic acid protein interactions data analysis,74.195,yes,amcat certified scientist pharmaceuticalsbioinformatics,yes,teaching assistantbiotechnology,none
Female,btech,civil engineering,constructionconstruction manegementurban planning,"proeficiency in software like staad pro, etabs",77.9,yes,autocad civil d,yes,civil structural engineer,none
Male,btech,computer science engineering,"technology, entrepreneurship","programming, leadership skills, presentation skills, team work",77.9,no,no,yes,aws developer,masters in aws
Male,ballb,criminal justice law enforcement administration,litigation legal service,civil criminal law,74.86,yes,"legal advice, litigation",yes,litigation lawyer,none
Male,be,computer science engineering,technologyweb designingsocial media marketing,programming language skillscrpythonjava,84.55,no,no,yes,front end developer,none
Male,btech,civil engineering,"financial analysis, research, technology, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, sql, programming, communication skills, leadership, market study, team work, tableau",82.3,yes,data visualization using tableau,no,civil engineer,certification course in data science
Male,be,mechanical engineering,sports industry,gathering information,56.0,no,no,no,executive,none
